word,year_month,n,total,tf,idf,tf_idf
жаңалықтарин_noun,2020-09,6,1109,0.005410279531109108,2.545531271604435,0.013772035734559613
получай_noun,2020-09,4,1109,0.0036068530207394047,3.5263605246161616,0.012719064110427994
прямо_noun,2020-09,4,1109,0.0036068530207394047,3.5263605246161616,0.012719064110427994
иммунодепрессия_noun,2020-09,3,1109,0.002705139765554554,4.624972813284271,0.012511197871823997
коронавирусный_adj,2020-10,17,1056,0.016098484848484848,1.128465251817791,0.018166580758430344
пайыз_noun,2020-10,8,1056,0.007575757575757576,1.791759469228055,0.013573935372939811
проходят_verb,2020-10,4,1056,0.003787878787878788,3.0155349008501706,0.011422480685038525
выздоровести_noun,2020-10,4,1056,0.003787878787878788,2.833213344056216,0.010731868727485668
смелость_noun,2020-10,4,1056,0.003787878787878788,2.833213344056216,0.010731868727485668
коронавирусный_adj,2020-11,39,1019,0.038272816486751716,1.128465251817791,0.04318954349449838
заболевший_noun,2020-11,18,1019,0.017664376840039256,1.1592369104845446,0.02047719763368185
толқыный_adj,2020-11,5,1019,0.004906771344455349,3.5263605246161616,0.017303044772405112
коронавирус_noun,2020-11,29,1019,0.02845927379784102,0.5996211225491218,0.017064781701594242
ноябрь_noun,2020-11,20,1019,0.019627085377821395,0.7963314167951762,0.015629664706480396
тыйый_adj,2020-12,20,2250,0.008888888888888889,2.0600234558227344,0.018311319607313196
коронавирусный_adj,2020-12,26,2250,0.011555555555555555,1.128465251817791,0.013040042909894472
мерека_noun,2020-12,8,2250,0.0035555555555555557,3.5263605246161616,0.012538170754190798
мерекелік_noun,2020-12,8,2250,0.0035555555555555557,3.5263605246161616,0.012538170754190798
салынған_noun,2020-12,11,2250,0.004888888888888889,2.3223877202902252,0.011353895521418878
коронавирусный_adj,2021-01,27,2063,0.013087736306349976,1.128465251817791,0.01476905564667007
заболевший_noun,2021-01,20,2063,0.009694619486185167,1.1592369104845446,0.011238360741488556
тыйый_adj,2021-01,11,2063,0.005332040717401842,2.0600234558227344,0.010984128945249673
вакциный_noun,2021-01,17,2063,0.008240426563257392,1.1592369104845446,0.009552606630265274
дірілдеп_noun,2021-01,4,2063,0.0019389238972370335,4.624972813284271,0.008967470311748466
вакциный_noun,2021-02,29,2534,0.011444356748224152,1.1592369104845446,0.013266720759294316
коронавирусқ_noun,2021-02,24,2534,0.009471191791633781,1.2237754316221157,0.01159061182278247
қарс_noun,2021-02,33,2534,0.013022888713496448,0.8637726975907087,0.011248815714480422
ақпанда_noun,2021-02,10,2534,0.003946329913180742,2.545531271604435,0.010045506202069595
"""вконтакт_noun",2021-02,9,2534,0.003551696921862668,2.6790626642289577,0.009515218618019187
коронавирусный_adj,2021-03,20,1132,0.0176678445229682,1.128465251817791,0.019937548618688884
заболевший_noun,2021-03,17,1132,0.015017667844522967,1.1592369104845446,0.017409034874767894
март_noun,2021-03,19,1132,0.01678445229681979,0.8183103235139513,0.013734890589015085
сынақт_noun,2021-03,3,1132,0.00265017667844523,4.624972813284271,0.012256995088209198
выявить_verb,2021-03,39,1132,0.03445229681978799,0.33451337213587995,0.011524753987013532
эфирд_noun,2021-04,3,881,0.00340522133938706,4.624972813284271,0.015749056117880602
